original_image,labels
zdjecie_3907,3
zdjecie_3908,2
zdjecie_3909,2
zdjecie_3910,2
zdjecie_3911,3
zdjecie_3912,0
zdjecie_3913,1
zdjecie_3914,2
zdjecie_3915,0
zdjecie_3916,1
zdjecie_3917,0
zdjecie_3918,1
zdjecie_3919,0
zdjecie_3920,1
zdjecie_3921,1
zdjecie_3922,2
zdjecie_3923,1
zdjecie_3924,1
zdjecie_3925,1
zdjecie_3926,0
zdjecie_3927,2
zdjecie_3928,3
zdjecie_3929,2
zdjecie_3930,3
zdjecie_3931,2
zdjecie_3932,2
zdjecie_3933,2
zdjecie_3934,2
zdjecie_3935,1
zdjecie_3936,2
zdjecie_3937,1
zdjecie_3938,2
zdjecie_3939,1
zdjecie_3940,1
zdjecie_3941,2
zdjecie_3942,2
zdjecie_3943,4
zdjecie_3944,0
zdjecie_3945,0
zdjecie_3946,1
zdjecie_3947,2
zdjecie_3948,2
zdjecie_3949,2
zdjecie_3950,0
zdjecie_3951,0
zdjecie_3952,0
zdjecie_3953,4
zdjecie_3954,2
zdjecie_3955,3
zdjecie_3956,0
zdjecie_3957,0
zdjecie_3958,4
zdjecie_3959,2
zdjecie_3960,2
zdjecie_3961,1
zdjecie_3962,0
zdjecie_3963,2
zdjecie_3964,1
zdjecie_3965,2
zdjecie_3966,2
zdjecie_3967,0
zdjecie_3968,2
zdjecie_3969,1
zdjecie_3970,0
zdjecie_3971,2
zdjecie_3972,3
zdjecie_3973,3
zdjecie_3974,3
zdjecie_3975,0
zdjecie_3976,3
zdjecie_3977,2
zdjecie_3978,0
zdjecie_3979,4
zdjecie_3980,0
zdjecie_3981,1
zdjecie_3982,2
zdjecie_3983,3
zdjecie_3984,2
zdjecie_3985,3
zdjecie_3986,0
zdjecie_3987,0
zdjecie_3988,1
zdjecie_3989,1
zdjecie_3990,2
zdjecie_3991,0
zdjecie_3992,4
zdjecie_3993,0
zdjecie_3994,2
zdjecie_3995,2
zdjecie_3996,2
zdjecie_3997,2
zdjecie_3998,2
zdjecie_3999,0
zdjecie_4000,0
zdjecie_4001,3
zdjecie_4002,2
zdjecie_4003,2
zdjecie_4004,0
zdjecie_4005,2
zdjecie_4006,4
zdjecie_4007,0
zdjecie_4008,3
zdjecie_4009,2
zdjecie_4010,3
zdjecie_4011,2
zdjecie_4012,2
zdjecie_4013,0
zdjecie_4014,2
zdjecie_4015,2
zdjecie_4016,0
zdjecie_4017,2
zdjecie_4018,2
zdjecie_4019,3
zdjecie_4020,1
zdjecie_4021,1
zdjecie_4022,4
zdjecie_4023,1
zdjecie_4024,2
zdjecie_4025,2
zdjecie_4026,0
zdjecie_4027,2
zdjecie_4028,1
zdjecie_4029,2
zdjecie_4030,2
zdjecie_4031,2
zdjecie_4032,0
zdjecie_4033,2
zdjecie_4034,2
zdjecie_4035,2
zdjecie_4036,0
zdjecie_4037,2
zdjecie_4038,0
zdjecie_4039,2
zdjecie_4040,2
zdjecie_4041,0
zdjecie_4042,2
zdjecie_4043,1
zdjecie_4044,3
zdjecie_4045,3
zdjecie_4046,2
zdjecie_4047,2
zdjecie_4048,0
zdjecie_4049,0
zdjecie_4050,2
zdjecie_4051,0
zdjecie_4052,0
zdjecie_4053,2
zdjecie_4054,0
zdjecie_4055,0
zdjecie_4056,0
zdjecie_4057,2
zdjecie_4058,3
zdjecie_4059,0
zdjecie_4060,0
zdjecie_4061,0
zdjecie_4062,2
zdjecie_4063,0
zdjecie_4064,0
zdjecie_4065,2
zdjecie_4066,1
zdjecie_4067,2
zdjecie_4068,3
zdjecie_4069,0
zdjecie_4070,3
zdjecie_4071,0
zdjecie_4072,3
zdjecie_4073,1
zdjecie_4074,0
zdjecie_4075,3
zdjecie_4076,3
zdjecie_4077,3
zdjecie_4078,1
zdjecie_4079,2
zdjecie_4080,3
zdjecie_4081,0
zdjecie_4082,2
zdjecie_4083,2
zdjecie_4084,3
zdjecie_4085,4
zdjecie_4086,3
zdjecie_4087,2
zdjecie_4088,1
zdjecie_4089,2
zdjecie_4090,3
zdjecie_4091,3
zdjecie_4092,1
zdjecie_4093,0
zdjecie_4094,1
zdjecie_4095,1
zdjecie_4096,1
zdjecie_4097,2
zdjecie_4098,0
zdjecie_4099,2
zdjecie_4100,1
zdjecie_4101,3
zdjecie_4102,3
zdjecie_4103,0
zdjecie_4104,1
zdjecie_4105,2
zdjecie_4106,0
zdjecie_4107,0
zdjecie_4108,1
zdjecie_4109,1
zdjecie_4110,3
zdjecie_4111,4
zdjecie_4112,2
zdjecie_4113,2
zdjecie_4114,2
zdjecie_4115,0
zdjecie_4116,0
zdjecie_4117,2
zdjecie_4118,4
zdjecie_4119,3
zdjecie_4120,0
zdjecie_4121,1
zdjecie_4122,0
zdjecie_4123,2
zdjecie_4124,1
zdjecie_4125,4
zdjecie_4126,3
zdjecie_4127,1
zdjecie_4128,1
zdjecie_4129,1
zdjecie_4130,3
zdjecie_4131,2
zdjecie_4132,2
zdjecie_4133,1
zdjecie_4134,2
zdjecie_4135,0
zdjecie_4136,0
zdjecie_4137,0
zdjecie_4138,1
zdjecie_4139,0
zdjecie_4140,3
zdjecie_4141,2
zdjecie_4142,0
zdjecie_4143,1
zdjecie_4144,2
zdjecie_4145,3
zdjecie_4146,3
zdjecie_4147,3
zdjecie_4148,2
zdjecie_4149,2
zdjecie_4150,0
zdjecie_4151,3
zdjecie_4152,0
zdjecie_4153,1
zdjecie_4154,1
zdjecie_4155,3
zdjecie_4156,2
zdjecie_4157,2
zdjecie_4158,1
zdjecie_4159,2
zdjecie_4160,2
zdjecie_4161,0
zdjecie_4162,1
zdjecie_4163,2
zdjecie_4164,1
zdjecie_4165,0
zdjecie_4166,3
zdjecie_4167,3
zdjecie_4168,2
zdjecie_4169,1
zdjecie_4170,0
zdjecie_4171,3
zdjecie_4172,1
zdjecie_4173,2
zdjecie_4174,0
zdjecie_4175,2
zdjecie_4176,0
zdjecie_4177,4
zdjecie_4178,0
zdjecie_4179,2
zdjecie_4180,3
zdjecie_4181,2
zdjecie_4182,2
zdjecie_4183,2
zdjecie_4184,1
zdjecie_4185,2
zdjecie_4186,4
zdjecie_4187,1
zdjecie_4188,3
zdjecie_4189,4
zdjecie_4190,1
zdjecie_4191,0
zdjecie_4192,2
zdjecie_4193,1
zdjecie_4194,1
zdjecie_4195,3
zdjecie_4196,3
zdjecie_4197,2
zdjecie_4198,2
zdjecie_4199,0
zdjecie_4200,0
zdjecie_4201,2
zdjecie_4202,0
zdjecie_4203,2
zdjecie_4204,0
zdjecie_4205,2
zdjecie_4206,3
zdjecie_4207,3
zdjecie_4208,2
zdjecie_4209,1
zdjecie_4210,1
zdjecie_4211,2
zdjecie_4212,0
zdjecie_4213,1
zdjecie_4214,3
zdjecie_4215,2
zdjecie_4216,0
zdjecie_4217,2
zdjecie_4218,2
zdjecie_4219,0
zdjecie_4220,0
zdjecie_4221,3
zdjecie_4222,1
zdjecie_4223,1
zdjecie_4224,3
zdjecie_4225,3
zdjecie_4226,4
zdjecie_4227,2
zdjecie_4228,0
zdjecie_4229,2
zdjecie_4230,2
zdjecie_4231,1
zdjecie_4232,0
zdjecie_4233,1
zdjecie_4234,2
zdjecie_4235,2
zdjecie_4236,3
zdjecie_4237,1
zdjecie_4238,3
zdjecie_4239,0
zdjecie_4240,0
zdjecie_4241,2
zdjecie_4242,2
zdjecie_4243,2
zdjecie_4244,1
zdjecie_4245,3
zdjecie_4246,1
zdjecie_4247,0
zdjecie_4248,1
zdjecie_4249,0
zdjecie_4250,2
zdjecie_4251,1
zdjecie_4252,1
zdjecie_4253,0
zdjecie_4254,1
zdjecie_4255,2
zdjecie_4256,1
zdjecie_4257,1
zdjecie_4258,1
zdjecie_4259,1
zdjecie_4260,2
zdjecie_4261,0
zdjecie_4262,2
zdjecie_4263,0
zdjecie_4264,2
zdjecie_4265,0
zdjecie_4266,2
zdjecie_4267,3
zdjecie_4268,1
zdjecie_4269,2
zdjecie_4270,1
zdjecie_4271,1
zdjecie_4272,2
zdjecie_4273,2
zdjecie_4274,0
zdjecie_4275,0
zdjecie_4276,2
zdjecie_4277,0
zdjecie_4278,2
zdjecie_4279,2
zdjecie_4280,0
zdjecie_4281,3
zdjecie_4282,2
zdjecie_4283,2
zdjecie_4284,3
zdjecie_4285,0
zdjecie_4286,3
zdjecie_4287,3
zdjecie_4288,1
zdjecie_4289,0
zdjecie_4290,2
zdjecie_4291,3
zdjecie_4292,3
zdjecie_4293,1
zdjecie_4294,2
zdjecie_4295,2
zdjecie_4296,3
zdjecie_4297,1
zdjecie_4298,2
zdjecie_4299,0
zdjecie_4300,1
zdjecie_4301,1
zdjecie_4302,1
zdjecie_4303,3
zdjecie_4304,1
zdjecie_4305,2
zdjecie_4306,2
zdjecie_4307,1
zdjecie_4308,0
zdjecie_4309,2
zdjecie_4310,1
zdjecie_4311,0
zdjecie_4312,0
zdjecie_4313,2
zdjecie_4314,1
zdjecie_4315,3
zdjecie_4316,2
zdjecie_4317,0
zdjecie_4318,2
zdjecie_4319,1
zdjecie_4320,4
zdjecie_4321,2
zdjecie_4322,0
zdjecie_4323,1
zdjecie_4324,0
zdjecie_4325,2
zdjecie_4326,2
zdjecie_4327,1
zdjecie_4328,1
zdjecie_4329,0
zdjecie_4330,1
zdjecie_4331,0
zdjecie_4332,1
zdjecie_4333,2
zdjecie_4334,1
zdjecie_4335,0
zdjecie_4336,1
zdjecie_4337,0
zdjecie_4338,3
zdjecie_4339,0
zdjecie_4340,0
zdjecie_4341,3
zdjecie_4342,2
zdjecie_4343,3
zdjecie_4344,1
zdjecie_4345,3
zdjecie_4346,0
zdjecie_4347,2
zdjecie_4348,0
zdjecie_4349,0
zdjecie_4350,0
zdjecie_4351,1
zdjecie_4352,2
zdjecie_4353,0
zdjecie_4354,2
zdjecie_4355,0
zdjecie_4356,2
zdjecie_4357,3
zdjecie_4358,0
zdjecie_4359,0
zdjecie_4360,0
zdjecie_4361,3
zdjecie_4362,0
zdjecie_4363,2
zdjecie_4364,3
zdjecie_4365,1
zdjecie_4366,4
zdjecie_4367,0
zdjecie_4368,3
zdjecie_4369,0
zdjecie_4370,0
zdjecie_4371,3
zdjecie_4372,0
zdjecie_4373,0
zdjecie_4374,0
zdjecie_4375,1
zdjecie_4376,0
zdjecie_4377,0
zdjecie_4378,2
zdjecie_4379,4
zdjecie_4380,1
zdjecie_4381,3
zdjecie_4382,1
zdjecie_4383,0
zdjecie_4384,0
zdjecie_4385,2
zdjecie_4386,3
zdjecie_4387,0
zdjecie_4388,0
zdjecie_4389,1
zdjecie_4390,1
zdjecie_4391,0
zdjecie_4392,1
zdjecie_4393,3
zdjecie_4394,2
zdjecie_4395,1
zdjecie_4396,2
zdjecie_4397,0
zdjecie_4398,1
zdjecie_4399,0
zdjecie_4400,0
zdjecie_4401,0
zdjecie_4402,1
zdjecie_4403,0
zdjecie_4404,0
zdjecie_4405,0
zdjecie_4406,3
zdjecie_4407,1
zdjecie_4408,2
zdjecie_4409,2
zdjecie_4410,1
zdjecie_4411,2
zdjecie_4412,3
zdjecie_4413,2
zdjecie_4414,1
zdjecie_4415,2
zdjecie_4416,0
zdjecie_4417,3
zdjecie_4418,2
zdjecie_4419,0
zdjecie_4420,0
zdjecie_4421,3
zdjecie_4422,2
zdjecie_4423,2
zdjecie_4424,3
zdjecie_4425,1
zdjecie_4426,2
zdjecie_4427,1
zdjecie_4428,0
zdjecie_4429,1
zdjecie_4430,3
zdjecie_4431,3
zdjecie_4432,3
zdjecie_4433,4
zdjecie_4434,3
zdjecie_4435,1
zdjecie_4436,0
zdjecie_4437,2
zdjecie_4438,3
zdjecie_4439,2
zdjecie_4440,0
zdjecie_4441,2
zdjecie_4442,2
zdjecie_4443,0
zdjecie_4444,2
zdjecie_4445,1
zdjecie_4446,0
zdjecie_4447,1
zdjecie_4448,0
zdjecie_4449,1
zdjecie_4450,3
zdjecie_4451,3
zdjecie_4452,0
zdjecie_4453,0
zdjecie_4454,0
zdjecie_4455,2
zdjecie_4456,1
zdjecie_4457,0
zdjecie_4458,0
zdjecie_4459,2
zdjecie_4460,0
zdjecie_4461,0
zdjecie_4462,4
zdjecie_4463,2
zdjecie_4464,1
zdjecie_4465,3
zdjecie_4466,2
zdjecie_4467,3
zdjecie_4468,2
zdjecie_4469,0
zdjecie_4470,0
zdjecie_4471,4
zdjecie_4472,3
zdjecie_4473,1
zdjecie_4474,2
zdjecie_4475,2
zdjecie_4476,1
zdjecie_4477,0
zdjecie_4478,1
zdjecie_4479,1
zdjecie_4480,2
zdjecie_4481,1
zdjecie_4482,2
zdjecie_4483,0
zdjecie_4484,0
zdjecie_4485,1
zdjecie_4486,3
zdjecie_4487,2
zdjecie_4488,0
zdjecie_4489,2
zdjecie_4490,0
zdjecie_4491,0
zdjecie_4492,3
zdjecie_4493,2
zdjecie_4494,0
zdjecie_4495,1
zdjecie_4496,1
zdjecie_4497,0
zdjecie_4498,0
zdjecie_4499,1
zdjecie_4500,1
zdjecie_4501,0
zdjecie_4502,2
zdjecie_4503,2
zdjecie_4504,0
zdjecie_4505,3
zdjecie_4506,0
zdjecie_4507,2
zdjecie_4508,1
zdjecie_4509,0
zdjecie_4510,0
zdjecie_4511,1
zdjecie_4512,3
zdjecie_4513,1
zdjecie_4514,3
zdjecie_4515,0
zdjecie_4516,1
zdjecie_4517,2
zdjecie_4518,2
zdjecie_4519,3
zdjecie_4520,2
zdjecie_4521,0
zdjecie_4522,0
zdjecie_4523,1
zdjecie_4524,2
zdjecie_4525,0
zdjecie_4526,2
zdjecie_4527,2
zdjecie_4528,0
zdjecie_4529,0
zdjecie_4530,3
zdjecie_4531,2
zdjecie_4532,2
zdjecie_4533,1
zdjecie_4534,0
zdjecie_4535,2
zdjecie_4536,0
zdjecie_4537,0
zdjecie_4538,3
zdjecie_4539,0
zdjecie_4540,3
zdjecie_4541,2
zdjecie_4542,2
zdjecie_4543,0
zdjecie_4544,0
zdjecie_4545,0
zdjecie_4546,0
zdjecie_4547,2
zdjecie_4548,2
zdjecie_4549,2
zdjecie_4550,3
zdjecie_4551,3
zdjecie_4552,0
zdjecie_4553,1
zdjecie_4554,2
zdjecie_4555,0
zdjecie_4556,1
zdjecie_4557,3
zdjecie_4558,2
zdjecie_4559,2
zdjecie_4560,0
zdjecie_4561,2
zdjecie_4562,1
zdjecie_4563,2
zdjecie_4564,3
zdjecie_4565,1
zdjecie_4566,3
zdjecie_4567,0
zdjecie_4568,0
zdjecie_4569,2
zdjecie_4570,2
zdjecie_4571,2
zdjecie_4572,1
zdjecie_4573,2
zdjecie_4574,1
zdjecie_4575,1
zdjecie_4576,3
zdjecie_4577,0
zdjecie_4578,2
zdjecie_4579,0
zdjecie_4580,2
zdjecie_4581,4
zdjecie_4582,3
zdjecie_4583,2
zdjecie_4584,3
zdjecie_4585,1
zdjecie_4586,2
zdjecie_4587,3
zdjecie_4588,2
zdjecie_4589,1
zdjecie_4590,2
zdjecie_4591,0
zdjecie_4592,3
zdjecie_4593,2
zdjecie_4594,0
zdjecie_4595,1
zdjecie_4596,3
zdjecie_4597,2
zdjecie_4598,1
zdjecie_4599,3
zdjecie_4600,2
zdjecie_4601,0
zdjecie_4602,0
zdjecie_4603,0
zdjecie_4604,2
zdjecie_4605,0
zdjecie_4606,3
zdjecie_4607,2
zdjecie_4608,2
zdjecie_4609,2
zdjecie_4610,0
zdjecie_4611,2
zdjecie_4612,2
zdjecie_4613,0
zdjecie_4614,2
zdjecie_4615,2
zdjecie_4616,4
zdjecie_4617,1
zdjecie_4618,3
zdjecie_4619,0
zdjecie_4620,1
zdjecie_4621,3
zdjecie_4622,3
zdjecie_4623,2
zdjecie_4624,0
zdjecie_4625,4
zdjecie_4626,1
zdjecie_4627,0
zdjecie_4628,2
zdjecie_4629,1
zdjecie_4630,3
zdjecie_4631,1
zdjecie_4632,2
zdjecie_4633,2
zdjecie_4634,2
zdjecie_4635,0
zdjecie_4636,2
zdjecie_4637,4
zdjecie_4638,3
zdjecie_4639,4
zdjecie_4640,1
zdjecie_4641,3
zdjecie_4642,2
zdjecie_4643,1
zdjecie_4644,3
zdjecie_4645,0
zdjecie_4646,1
zdjecie_4647,2
zdjecie_4648,0
zdjecie_4649,2
zdjecie_4650,0
zdjecie_4651,0
zdjecie_4652,4
zdjecie_4653,2
zdjecie_4654,0
zdjecie_4655,2
zdjecie_4656,2
zdjecie_4657,2
zdjecie_4658,4
zdjecie_4659,3
zdjecie_4660,2
zdjecie_4661,1
zdjecie_4662,2
zdjecie_4663,3
zdjecie_4664,3
zdjecie_4665,4
zdjecie_4666,1
zdjecie_4667,3
zdjecie_4668,3
zdjecie_4669,2
zdjecie_4670,2
zdjecie_4671,2
zdjecie_4672,0
zdjecie_4673,2
zdjecie_4674,2
zdjecie_4675,2
zdjecie_4676,2
zdjecie_4677,0
zdjecie_4678,0
zdjecie_4679,2
zdjecie_4680,0
zdjecie_4681,1
zdjecie_4682,1
zdjecie_4683,3
zdjecie_4684,2
zdjecie_4685,2
zdjecie_4686,3
zdjecie_4687,1
zdjecie_4688,3
zdjecie_4689,0
zdjecie_4690,2
zdjecie_4691,1
zdjecie_4692,2
zdjecie_4693,2
zdjecie_4694,2
zdjecie_4695,2
zdjecie_4696,3
zdjecie_4697,0
zdjecie_4698,0
zdjecie_4699,1
zdjecie_4700,2
zdjecie_4701,2
zdjecie_4702,0
zdjecie_4703,1
zdjecie_4704,1
zdjecie_4705,1
zdjecie_4706,2
zdjecie_4707,0
zdjecie_4708,2
zdjecie_4709,2
zdjecie_4710,0
zdjecie_4711,0
zdjecie_4712,0
zdjecie_4713,0
zdjecie_4714,4
zdjecie_4715,1
zdjecie_4716,0
zdjecie_4717,1
zdjecie_4718,0
zdjecie_4719,0
zdjecie_4720,2
zdjecie_4721,4
zdjecie_4722,0
zdjecie_4723,2
zdjecie_4724,2
zdjecie_4725,1
zdjecie_4726,1
zdjecie_4727,1
zdjecie_4728,0
zdjecie_4729,2
zdjecie_4730,1
zdjecie_4731,3
zdjecie_4732,0
zdjecie_4733,1
zdjecie_4734,3
zdjecie_4735,3
zdjecie_4736,2
zdjecie_4737,3
zdjecie_4738,0
zdjecie_4739,2
zdjecie_4740,1
zdjecie_4741,2
zdjecie_4742,2
zdjecie_4743,3
zdjecie_4744,2
zdjecie_4745,3
zdjecie_4746,0
zdjecie_4747,1
zdjecie_4748,3
zdjecie_4749,3
zdjecie_4750,0
zdjecie_4751,0
zdjecie_4752,1
zdjecie_4753,2
zdjecie_4754,3
zdjecie_4755,0
zdjecie_4756,0
zdjecie_4757,0
zdjecie_4758,1
zdjecie_4759,3
zdjecie_4760,2
zdjecie_4761,1
zdjecie_4762,4
zdjecie_4763,3
zdjecie_4764,2
zdjecie_4765,0
zdjecie_4766,3
zdjecie_4767,3
zdjecie_4768,0
zdjecie_4769,2
zdjecie_4770,0
zdjecie_4771,1
zdjecie_4772,2
zdjecie_4773,2
zdjecie_4774,2
zdjecie_4775,3
zdjecie_4776,3
zdjecie_4777,1
zdjecie_4778,2
zdjecie_4779,2
zdjecie_4780,0
zdjecie_4781,2
zdjecie_4782,3
zdjecie_4783,2
zdjecie_4784,0
zdjecie_4785,0
zdjecie_4786,2
zdjecie_4787,1
zdjecie_4788,2
zdjecie_4789,2
zdjecie_4790,0
zdjecie_4791,0
zdjecie_4792,1
zdjecie_4793,3
zdjecie_4794,0
zdjecie_4795,2
zdjecie_4796,0
zdjecie_4797,2
zdjecie_4798,1
zdjecie_4799,1
zdjecie_4800,1
zdjecie_4801,0
zdjecie_4802,2
zdjecie_4803,1
zdjecie_4804,3
zdjecie_4805,2
zdjecie_4806,3
zdjecie_4807,3
zdjecie_4808,3
zdjecie_4809,3
zdjecie_4810,3
zdjecie_4811,1
zdjecie_4812,3
zdjecie_4813,1
zdjecie_4814,2
zdjecie_4815,1
zdjecie_4816,3
zdjecie_4817,1
zdjecie_4818,2
zdjecie_4819,0
zdjecie_4820,0
zdjecie_4821,2
zdjecie_4822,2
zdjecie_4823,2
zdjecie_4824,3
zdjecie_4825,2
zdjecie_4826,2
zdjecie_4827,2
zdjecie_4828,1
zdjecie_4829,0
zdjecie_4830,2
zdjecie_4831,1
zdjecie_4832,2
zdjecie_4833,3
zdjecie_4834,1
zdjecie_4835,1
zdjecie_4836,1
zdjecie_4837,3
zdjecie_4838,0
zdjecie_4839,4
zdjecie_4840,2
zdjecie_4841,3
zdjecie_4842,3
zdjecie_4843,2
zdjecie_4844,1
zdjecie_4845,3
zdjecie_4846,3
zdjecie_4847,3
zdjecie_4848,0
zdjecie_4849,0
zdjecie_4850,3
zdjecie_4851,1
zdjecie_4852,1
zdjecie_4853,2
zdjecie_4854,3
zdjecie_4855,1
zdjecie_4856,2
zdjecie_4857,2
zdjecie_4858,0
zdjecie_4859,0
zdjecie_4860,2
zdjecie_4861,2
zdjecie_4862,1
zdjecie_4863,1
zdjecie_4864,1
zdjecie_4865,3
zdjecie_4866,0
zdjecie_4867,2
zdjecie_4868,0
zdjecie_4869,2
zdjecie_4870,0
zdjecie_4871,0
zdjecie_4872,1
zdjecie_4873,3
zdjecie_4874,2
zdjecie_4875,3
zdjecie_4876,2
zdjecie_4877,4
zdjecie_4878,2
zdjecie_4879,1
zdjecie_4880,3
zdjecie_4881,3
zdjecie_4882,2
zdjecie_4883,0
zdjecie_4884,2
zdjecie_4885,2
zdjecie_4886,4
zdjecie_4887,0
zdjecie_4888,2
zdjecie_4889,1
zdjecie_4890,3
zdjecie_4891,2
zdjecie_4892,1
zdjecie_4893,1
zdjecie_4894,1
zdjecie_4895,2
zdjecie_4896,2
zdjecie_4897,2
zdjecie_4898,2
zdjecie_4899,4
zdjecie_4900,2
zdjecie_4901,2
zdjecie_4902,3
zdjecie_4903,1
zdjecie_4904,2
zdjecie_4905,3
zdjecie_4906,0
zdjecie_4907,2
zdjecie_4908,4
zdjecie_4909,2
zdjecie_4910,2
zdjecie_4911,1
zdjecie_4912,0
zdjecie_4913,2
zdjecie_4914,2
zdjecie_4915,1
zdjecie_4916,4
zdjecie_4917,2
zdjecie_4918,2
zdjecie_4919,0
zdjecie_4920,3
zdjecie_4921,1
zdjecie_4922,3
zdjecie_4923,1
zdjecie_4924,2
zdjecie_4925,4
zdjecie_4926,0
zdjecie_4927,0
zdjecie_4928,0
zdjecie_4929,3
zdjecie_4930,3
zdjecie_4931,0
zdjecie_4932,2
zdjecie_4933,0
zdjecie_4934,1
zdjecie_4935,4
zdjecie_4936,1
zdjecie_4937,4
zdjecie_4938,2
zdjecie_4939,1
zdjecie_4940,1
zdjecie_4941,2
zdjecie_4942,0
zdjecie_4943,1
zdjecie_4944,1
zdjecie_4945,0
zdjecie_4946,1
zdjecie_4947,4
zdjecie_4948,1
zdjecie_4949,2
zdjecie_4950,1
zdjecie_4951,0
zdjecie_4952,1
zdjecie_4953,3
zdjecie_4954,2
zdjecie_4955,1
zdjecie_4956,2
zdjecie_4957,1
zdjecie_4958,0
zdjecie_4959,0
zdjecie_4960,2
zdjecie_4961,3
zdjecie_4962,2
zdjecie_4963,3
zdjecie_4964,2
zdjecie_4965,4
zdjecie_4966,2
zdjecie_4967,3
zdjecie_4968,1
zdjecie_4969,2
zdjecie_4970,0
zdjecie_4971,2
zdjecie_4972,3
zdjecie_4973,2
zdjecie_4974,1
zdjecie_4975,1
zdjecie_4976,0
zdjecie_4977,1
zdjecie_4978,0
zdjecie_4979,0
zdjecie_4980,0
zdjecie_4981,2
zdjecie_4982,3
zdjecie_4983,2
zdjecie_4984,2
zdjecie_4985,3
zdjecie_4986,2
zdjecie_4987,0
zdjecie_4988,1
zdjecie_4989,2
zdjecie_4990,0
zdjecie_4991,0
zdjecie_4992,3
zdjecie_4993,2
zdjecie_4994,0
zdjecie_4995,4
zdjecie_4996,2
zdjecie_4997,1
zdjecie_4998,1
zdjecie_4999,0
zdjecie_5000,0
zdjecie_5001,2
zdjecie_5002,0
zdjecie_5003,2
zdjecie_5004,0
zdjecie_5005,3
zdjecie_5006,1
zdjecie_5007,0
zdjecie_5008,1
zdjecie_5009,1
zdjecie_5010,3
zdjecie_5011,3
zdjecie_5012,2
zdjecie_5013,3
zdjecie_5014,2
zdjecie_5015,3
zdjecie_5016,0
zdjecie_5017,1
zdjecie_5018,2
zdjecie_5019,0
zdjecie_5020,0
zdjecie_5021,1
zdjecie_5022,0
zdjecie_5023,3
zdjecie_5024,2
zdjecie_5025,2
zdjecie_5026,2
zdjecie_5027,3
zdjecie_5028,0
zdjecie_5029,4
zdjecie_5030,3
zdjecie_5031,0
zdjecie_5032,3
zdjecie_5033,2
zdjecie_5034,2
zdjecie_5035,2
zdjecie_5036,2
zdjecie_5037,2
zdjecie_5038,2
zdjecie_5039,2
zdjecie_5040,2
zdjecie_5041,2
zdjecie_5042,2
zdjecie_5043,2
zdjecie_5044,0
zdjecie_5045,3
zdjecie_5046,0
zdjecie_5047,4
zdjecie_5048,2
zdjecie_5049,1
zdjecie_5050,1
zdjecie_5051,2
zdjecie_5052,3
zdjecie_5053,0
zdjecie_5054,2
zdjecie_5055,2
zdjecie_5056,1
zdjecie_5057,1
zdjecie_5058,2
zdjecie_5059,0
zdjecie_5060,0
zdjecie_5061,0
zdjecie_5062,2
zdjecie_5063,1
zdjecie_5064,2
zdjecie_5065,1
zdjecie_5066,1
zdjecie_5067,3
zdjecie_5068,0
zdjecie_5069,1
zdjecie_5070,0
zdjecie_5071,0
zdjecie_5072,2
zdjecie_5073,2
zdjecie_5074,3
zdjecie_5075,2
zdjecie_5076,1
zdjecie_5077,1
zdjecie_5078,2
zdjecie_5079,0
zdjecie_5080,1
zdjecie_5081,1
zdjecie_5082,1
zdjecie_5083,2
zdjecie_5084,2
zdjecie_5085,1
zdjecie_5086,2
zdjecie_5087,1
zdjecie_5088,1
zdjecie_5089,1
zdjecie_5090,3
zdjecie_5091,2
zdjecie_5092,2
zdjecie_5093,2
zdjecie_5094,0
zdjecie_5095,2
zdjecie_5096,2
zdjecie_5097,0
zdjecie_5098,0
zdjecie_5099,3
zdjecie_5100,2
zdjecie_5101,3
zdjecie_5102,1
zdjecie_5103,4
zdjecie_5104,1
zdjecie_5105,2
zdjecie_5106,2
zdjecie_5107,2
zdjecie_5108,3
zdjecie_5109,2
zdjecie_5110,2
zdjecie_5111,3
zdjecie_5112,0
zdjecie_5113,1
zdjecie_5114,1
zdjecie_5115,2
zdjecie_5116,2
zdjecie_5117,3
zdjecie_5118,1
zdjecie_5119,0
zdjecie_5120,0
zdjecie_5121,0
zdjecie_5122,2
zdjecie_5123,2
zdjecie_5124,2
zdjecie_5125,0
zdjecie_5126,2
zdjecie_5127,3
zdjecie_5128,3
zdjecie_5129,0
zdjecie_5130,2
zdjecie_5131,2
zdjecie_5132,3
zdjecie_5133,2
zdjecie_5134,1
zdjecie_5135,1
zdjecie_5136,3
zdjecie_5137,0
zdjecie_5138,0
zdjecie_5139,0
zdjecie_5140,1
zdjecie_5141,3
zdjecie_5142,0
zdjecie_5143,2
zdjecie_5144,0
zdjecie_5145,0
zdjecie_5146,0
zdjecie_5147,0
zdjecie_5148,0
zdjecie_5149,0
zdjecie_5150,3
zdjecie_5151,1
zdjecie_5152,0
zdjecie_5153,2
zdjecie_5154,3
zdjecie_5155,2
zdjecie_5156,0
zdjecie_5157,2
zdjecie_5158,1
zdjecie_5159,0
zdjecie_5160,1
zdjecie_5161,1
zdjecie_5162,0
zdjecie_5163,1
zdjecie_5164,2
zdjecie_5165,2
zdjecie_5166,1
zdjecie_5167,2
zdjecie_5168,2
zdjecie_5169,0
zdjecie_5170,2
zdjecie_5171,2
zdjecie_5172,0
zdjecie_5173,3
zdjecie_5174,0
zdjecie_5175,2
zdjecie_5176,0
zdjecie_5177,0
zdjecie_5178,2
